Series	State	Date	Jobs
SMS12000003000000001	FL	1990-01-01	520.3
SMS12000003000000001	FL	1990-02-01	519.0
SMS12000003000000001	FL	1990-03-01	516.8
SMS12000003000000001	FL	1990-04-01	513.2
SMS12000003000000001	FL	1990-05-01	512.7
SMS12000003000000001	FL	1990-06-01	511.0
SMS12000003000000001	FL	1990-07-01	507.6
SMS12000003000000001	FL	1990-08-01	505.5
SMS12000003000000001	FL	1990-09-01	503.2
SMS12000003000000001	FL	1990-10-01	498.8
SMS12000003000000001	FL	1990-11-01	496.2
SMS12000003000000001	FL	1990-12-01	494.5
SMS12000003000000001	FL	1991-01-01	487.8
SMS12000003000000001	FL	1991-02-01	484.7
SMS12000003000000001	FL	1991-03-01	482.1
SMS12000003000000001	FL	1991-04-01	480.4
SMS12000003000000001	FL	1991-05-01	478.3
SMS12000003000000001	FL	1991-06-01	476.9
SMS12000003000000001	FL	1991-07-01	474.0
SMS12000003000000001	FL	1991-08-01	474.9
SMS12000003000000001	FL	1991-09-01	475.5
SMS12000003000000001	FL	1991-10-01	474.5
SMS12000003000000001	FL	1991-11-01	474.7
SMS12000003000000001	FL	1991-12-01	472.1
SMS12000003000000001	FL	1992-01-01	471.8
SMS12000003000000001	FL	1992-02-01	470.6
SMS12000003000000001	FL	1992-03-01	470.5
SMS12000003000000001	FL	1992-04-01	470.8
SMS12000003000000001	FL	1992-05-01	470.9
SMS12000003000000001	FL	1992-06-01	470.9
SMS12000003000000001	FL	1992-07-01	473.7
SMS12000003000000001	FL	1992-08-01	471.9
SMS12000003000000001	FL	1992-09-01	472.2
SMS12000003000000001	FL	1992-10-01	472.7
SMS12000003000000001	FL	1992-11-01	473.8
SMS12000003000000001	FL	1992-12-01	474.8
SMS12000003000000001	FL	1993-01-01	476.0
SMS12000003000000001	FL	1993-02-01	477.5
SMS12000003000000001	FL	1993-03-01	477.8
SMS12000003000000001	FL	1993-04-01	478.2
SMS12000003000000001	FL	1993-05-01	478.6
SMS12000003000000001	FL	1993-06-01	478.3
SMS12000003000000001	FL	1993-07-01	477.2
SMS12000003000000001	FL	1993-08-01	477.2
SMS12000003000000001	FL	1993-09-01	476.5
SMS12000003000000001	FL	1993-10-01	479.1
SMS12000003000000001	FL	1993-11-01	476.2
SMS12000003000000001	FL	1993-12-01	476.0
SMS12000003000000001	FL	1994-01-01	474.6
SMS12000003000000001	FL	1994-02-01	473.5
SMS12000003000000001	FL	1994-03-01	471.7
SMS12000003000000001	FL	1994-04-01	471.7
SMS12000003000000001	FL	1994-05-01	472.4
SMS12000003000000001	FL	1994-06-01	473.5
SMS12000003000000001	FL	1994-07-01	474.2
SMS12000003000000001	FL	1994-08-01	474.1
SMS12000003000000001	FL	1994-09-01	474.8
SMS12000003000000001	FL	1994-10-01	473.6
SMS12000003000000001	FL	1994-11-01	473.3
SMS12000003000000001	FL	1994-12-01	473.6
SMS12000003000000001	FL	1995-01-01	477.4
SMS12000003000000001	FL	1995-02-01	477.7
SMS12000003000000001	FL	1995-03-01	478.7
SMS12000003000000001	FL	1995-04-01	478.8
SMS12000003000000001	FL	1995-05-01	478.0
SMS12000003000000001	FL	1995-06-01	477.7
SMS12000003000000001	FL	1995-07-01	478.2
SMS12000003000000001	FL	1995-08-01	478.7
SMS12000003000000001	FL	1995-09-01	480.1
SMS12000003000000001	FL	1995-10-01	481.2
SMS12000003000000001	FL	1995-11-01	481.4
SMS12000003000000001	FL	1995-12-01	481.5
SMS12000003000000001	FL	1996-01-01	481.2
SMS12000003000000001	FL	1996-02-01	481.8
SMS12000003000000001	FL	1996-03-01	482.0
SMS12000003000000001	FL	1996-04-01	483.1
SMS12000003000000001	FL	1996-05-01	484.1
SMS12000003000000001	FL	1996-06-01	484.2
SMS12000003000000001	FL	1996-07-01	486.3
SMS12000003000000001	FL	1996-08-01	487.0
SMS12000003000000001	FL	1996-09-01	487.1
SMS12000003000000001	FL	1996-10-01	487.9
SMS12000003000000001	FL	1996-11-01	487.7
SMS12000003000000001	FL	1996-12-01	487.6
SMS12000003000000001	FL	1997-01-01	490.8
SMS12000003000000001	FL	1997-02-01	490.0
SMS12000003000000001	FL	1997-03-01	489.1
SMS12000003000000001	FL	1997-04-01	486.7
SMS12000003000000001	FL	1997-05-01	485.5
SMS12000003000000001	FL	1997-06-01	483.4
SMS12000003000000001	FL	1997-07-01	484.2
SMS12000003000000001	FL	1997-08-01	484.5
SMS12000003000000001	FL	1997-09-01	482.7
SMS12000003000000001	FL	1997-10-01	481.9
SMS12000003000000001	FL	1997-11-01	483.1
SMS12000003000000001	FL	1997-12-01	485.1
SMS12000003000000001	FL	1998-01-01	487.1
SMS12000003000000001	FL	1998-02-01	486.9
SMS12000003000000001	FL	1998-03-01	486.4
SMS12000003000000001	FL	1998-04-01	480.2
SMS12000003000000001	FL	1998-05-01	481.0
SMS12000003000000001	FL	1998-06-01	481.9
SMS12000003000000001	FL	1998-07-01	479.3
SMS12000003000000001	FL	1998-08-01	479.0
SMS12000003000000001	FL	1998-09-01	479.3
SMS12000003000000001	FL	1998-10-01	479.4
SMS12000003000000001	FL	1998-11-01	480.0
SMS12000003000000001	FL	1998-12-01	479.3
SMS12000003000000001	FL	1999-01-01	478.7
SMS12000003000000001	FL	1999-02-01	479.8
SMS12000003000000001	FL	1999-03-01	479.3
SMS12000003000000001	FL	1999-04-01	477.2
SMS12000003000000001	FL	1999-05-01	478.1
SMS12000003000000001	FL	1999-06-01	478.2
SMS12000003000000001	FL	1999-07-01	476.9
SMS12000003000000001	FL	1999-08-01	476.4
SMS12000003000000001	FL	1999-09-01	475.3
SMS12000003000000001	FL	1999-10-01	478.1
SMS12000003000000001	FL	1999-11-01	477.6
SMS12000003000000001	FL	1999-12-01	477.9
SMS12000003000000001	FL	2000-01-01	475.4
SMS12000003000000001	FL	2000-02-01	476.3
SMS12000003000000001	FL	2000-03-01	477.6
SMS12000003000000001	FL	2000-04-01	477.7
SMS12000003000000001	FL	2000-05-01	477.6
SMS12000003000000001	FL	2000-06-01	478.7
SMS12000003000000001	FL	2000-07-01	480.7
SMS12000003000000001	FL	2000-08-01	479.5
SMS12000003000000001	FL	2000-09-01	479.8
SMS12000003000000001	FL	2000-10-01	476.7
SMS12000003000000001	FL	2000-11-01	475.5
SMS12000003000000001	FL	2000-12-01	474.5
SMS12000003000000001	FL	2001-01-01	470.1
SMS12000003000000001	FL	2001-02-01	467.5
SMS12000003000000001	FL	2001-03-01	465.2
SMS12000003000000001	FL	2001-04-01	462.6
SMS12000003000000001	FL	2001-05-01	459.6
SMS12000003000000001	FL	2001-06-01	456.1
SMS12000003000000001	FL	2001-07-01	453.1
SMS12000003000000001	FL	2001-08-01	450.3
SMS12000003000000001	FL	2001-09-01	447.2
SMS12000003000000001	FL	2001-10-01	444.2
SMS12000003000000001	FL	2001-11-01	441.1
SMS12000003000000001	FL	2001-12-01	439.6
SMS12000003000000001	FL	2002-01-01	436.4
SMS12000003000000001	FL	2002-02-01	434.5
SMS12000003000000001	FL	2002-03-01	433.1
SMS12000003000000001	FL	2002-04-01	431.5
SMS12000003000000001	FL	2002-05-01	429.7
SMS12000003000000001	FL	2002-06-01	428.2
SMS12000003000000001	FL	2002-07-01	427.1
SMS12000003000000001	FL	2002-08-01	425.6
SMS12000003000000001	FL	2002-09-01	424.2
SMS12000003000000001	FL	2002-10-01	423.3
SMS12000003000000001	FL	2002-11-01	422.5
SMS12000003000000001	FL	2002-12-01	420.9
SMS12000003000000001	FL	2003-01-01	419.1
SMS12000003000000001	FL	2003-02-01	417.3
SMS12000003000000001	FL	2003-03-01	415.5
SMS12000003000000001	FL	2003-04-01	411.9
SMS12000003000000001	FL	2003-05-01	410.3
SMS12000003000000001	FL	2003-06-01	408.6
SMS12000003000000001	FL	2003-07-01	406.7
SMS12000003000000001	FL	2003-08-01	405.9
SMS12000003000000001	FL	2003-09-01	406.3
SMS12000003000000001	FL	2003-10-01	405.7
SMS12000003000000001	FL	2003-11-01	404.9
SMS12000003000000001	FL	2003-12-01	405.3
SMS12000003000000001	FL	2004-01-01	406.6
SMS12000003000000001	FL	2004-02-01	407.6
SMS12000003000000001	FL	2004-03-01	408.8
SMS12000003000000001	FL	2004-04-01	410.2
SMS12000003000000001	FL	2004-05-01	411.3
SMS12000003000000001	FL	2004-06-01	411.2
SMS12000003000000001	FL	2004-07-01	412.7
SMS12000003000000001	FL	2004-08-01	412.7
SMS12000003000000001	FL	2004-09-01	410.8
SMS12000003000000001	FL	2004-10-01	411.6
SMS12000003000000001	FL	2004-11-01	411.9
SMS12000003000000001	FL	2004-12-01	412.0
SMS12000003000000001	FL	2005-01-01	411.4
SMS12000003000000001	FL	2005-02-01	411.9
SMS12000003000000001	FL	2005-03-01	412.3
SMS12000003000000001	FL	2005-04-01	413.4
SMS12000003000000001	FL	2005-05-01	414.8
SMS12000003000000001	FL	2005-06-01	414.9
SMS12000003000000001	FL	2005-07-01	417.0
SMS12000003000000001	FL	2005-08-01	417.2
SMS12000003000000001	FL	2005-09-01	417.9
SMS12000003000000001	FL	2005-10-01	418.4
SMS12000003000000001	FL	2005-11-01	417.6
SMS12000003000000001	FL	2005-12-01	418.2
SMS12000003000000001	FL	2006-01-01	419.4
SMS12000003000000001	FL	2006-02-01	419.6
SMS12000003000000001	FL	2006-03-01	420.0
SMS12000003000000001	FL	2006-04-01	418.9
SMS12000003000000001	FL	2006-05-01	418.7
SMS12000003000000001	FL	2006-06-01	418.2
SMS12000003000000001	FL	2006-07-01	416.9
SMS12000003000000001	FL	2006-08-01	416.2
SMS12000003000000001	FL	2006-09-01	415.0
SMS12000003000000001	FL	2006-10-01	412.9
SMS12000003000000001	FL	2006-11-01	411.3
SMS12000003000000001	FL	2006-12-01	411.2
SMS12000003000000001	FL	2007-01-01	408.6
SMS12000003000000001	FL	2007-02-01	407.4
SMS12000003000000001	FL	2007-03-01	406.5
SMS12000003000000001	FL	2007-04-01	404.7
SMS12000003000000001	FL	2007-05-01	402.7
SMS12000003000000001	FL	2007-06-01	400.5
SMS12000003000000001	FL	2007-07-01	398.4
SMS12000003000000001	FL	2007-08-01	395.9
SMS12000003000000001	FL	2007-09-01	393.8
SMS12000003000000001	FL	2007-10-01	392.1
SMS12000003000000001	FL	2007-11-01	390.0
SMS12000003000000001	FL	2007-12-01	388.1
SMS12000003000000001	FL	2008-01-01	386.5
SMS12000003000000001	FL	2008-02-01	384.7
SMS12000003000000001	FL	2008-03-01	381.8
SMS12000003000000001	FL	2008-04-01	379.1
SMS12000003000000001	FL	2008-05-01	376.1
SMS12000003000000001	FL	2008-06-01	373.3
SMS12000003000000001	FL	2008-07-01	370.5
SMS12000003000000001	FL	2008-08-01	367.9
SMS12000003000000001	FL	2008-09-01	365.4
SMS12000003000000001	FL	2008-10-01	360.9
SMS12000003000000001	FL	2008-11-01	356.5
SMS12000003000000001	FL	2008-12-01	350.6
SMS12000003000000001	FL	2009-01-01	346.3
SMS12000003000000001	FL	2009-02-01	340.3
SMS12000003000000001	FL	2009-03-01	335.7
SMS12000003000000001	FL	2009-04-01	329.1
SMS12000003000000001	FL	2009-05-01	325.7
SMS12000003000000001	FL	2009-06-01	322.7
SMS12000003000000001	FL	2009-07-01	319.0
SMS12000003000000001	FL	2009-08-01	316.6
SMS12000003000000001	FL	2009-09-01	314.6
SMS12000003000000001	FL	2009-10-01	314.0
SMS12000003000000001	FL	2009-11-01	313.0
SMS12000003000000001	FL	2009-12-01	310.7
SMS12000003000000001	FL	2010-01-01	308.7
SMS12000003000000001	FL	2010-02-01	308.4
SMS12000003000000001	FL	2010-03-01	308.0
SMS12000003000000001	FL	2010-04-01	308.2
SMS12000003000000001	FL	2010-05-01	309.3
SMS12000003000000001	FL	2010-06-01	309.3
SMS12000003000000001	FL	2010-07-01	310.4
SMS12000003000000001	FL	2010-08-01	309.2
SMS12000003000000001	FL	2010-09-01	308.7
SMS12000003000000001	FL	2010-10-01	308.6
SMS12000003000000001	FL	2010-11-01	309.3
SMS12000003000000001	FL	2010-12-01	310.3
SMS12000003000000001	FL	2011-01-01	310.5
SMS12000003000000001	FL	2011-02-01	310.5
SMS12000003000000001	FL	2011-03-01	310.4
SMS12000003000000001	FL	2011-04-01	311.7
SMS12000003000000001	FL	2011-05-01	311.9
SMS12000003000000001	FL	2011-06-01	312.4
SMS12000003000000001	FL	2011-07-01	313.6
SMS12000003000000001	FL	2011-08-01	313.4
SMS12000003000000001	FL	2011-09-01	313.4
SMS12000003000000001	FL	2011-10-01	314.2
SMS12000003000000001	FL	2011-11-01	313.8
SMS12000003000000001	FL	2011-12-01	313.9
SMS12000003000000001	FL	2012-01-01	316.6
SMS12000003000000001	FL	2012-02-01	316.4
SMS12000003000000001	FL	2012-03-01	317.5
SMS12000003000000001	FL	2012-04-01	317.2
SMS12000003000000001	FL	2012-05-01	317.1
SMS12000003000000001	FL	2012-06-01	317.1
SMS12000003000000001	FL	2012-07-01	317.5
SMS12000003000000001	FL	2012-08-01	317.6
SMS12000003000000001	FL	2012-09-01	317.4
SMS12000003000000001	FL	2012-10-01	318.1
SMS12000003000000001	FL	2012-11-01	318.6
SMS12000003000000001	FL	2012-12-01	318.4
SMS12000003000000001	FL	2013-01-01	318.0
SMS12000003000000001	FL	2013-02-01	319.1
SMS12000003000000001	FL	2013-03-01	319.8
SMS12000003000000001	FL	2013-04-01	321.0
SMS12000003000000001	FL	2013-05-01	321.6
SMS12000003000000001	FL	2013-06-01	322.3
SMS12000003000000001	FL	2013-07-01	322.6
SMS12000003000000001	FL	2013-08-01	322.9
SMS12000003000000001	FL	2013-09-01	324.2
SMS12000003000000001	FL	2013-10-01	324.6
SMS12000003000000001	FL	2013-11-01	326.3
SMS12000003000000001	FL	2013-12-01	327.0
SMS12000003000000001	FL	2014-01-01	328.5
SMS12000003000000001	FL	2014-02-01	329.2
SMS12000003000000001	FL	2014-03-01	328.8
SMS12000003000000001	FL	2014-04-01	329.8
SMS12000003000000001	FL	2014-05-01	330.6
SMS12000003000000001	FL	2014-06-01	330.5
SMS12000003000000001	FL	2014-07-01	332.1
SMS12000003000000001	FL	2014-08-01	332.3
SMS12000003000000001	FL	2014-09-01	333.5
SMS12000003000000001	FL	2014-10-01	335.5
SMS12000003000000001	FL	2014-11-01	335.7
SMS12000003000000001	FL	2014-12-01	336.4
SMS12000003000000001	FL	2015-01-01	337.0
SMS12000003000000001	FL	2015-02-01	337.8
SMS12000003000000001	FL	2015-03-01	339.3
SMS12000003000000001	FL	2015-04-01	339.9
SMS12000003000000001	FL	2015-05-01	340.9
SMS12000003000000001	FL	2015-06-01	342.2
SMS12000003000000001	FL	2015-07-01	342.8
SMS12000003000000001	FL	2015-08-01	343.8
SMS12000003000000001	FL	2015-09-01	345.5
SMS12000003000000001	FL	2015-10-01	346.3
SMS12000003000000001	FL	2015-11-01	347.9
SMS12000003000000001	FL	2015-12-01	348.8
SMS12000003000000001	FL	2016-01-01	349.2
SMS12000003000000001	FL	2016-02-01	350.0
SMS13000003000000001	GA	1990-01-01	526.3
SMS13000003000000001	GA	1990-02-01	528.2
SMS13000003000000001	GA	1990-03-01	528.7
SMS13000003000000001	GA	1990-04-01	529.7
SMS13000003000000001	GA	1990-05-01	528.6
SMS13000003000000001	GA	1990-06-01	528.9
SMS13000003000000001	GA	1990-07-01	522.9
SMS13000003000000001	GA	1990-08-01	521.8
SMS13000003000000001	GA	1990-09-01	518.9
SMS13000003000000001	GA	1990-10-01	515.8
SMS13000003000000001	GA	1990-11-01	513.5
SMS13000003000000001	GA	1990-12-01	511.1
SMS13000003000000001	GA	1991-01-01	503.8
SMS13000003000000001	GA	1991-02-01	501.4
SMS13000003000000001	GA	1991-03-01	501.3
SMS13000003000000001	GA	1991-04-01	495.8
SMS13000003000000001	GA	1991-05-01	497.4
SMS13000003000000001	GA	1991-06-01	497.8
SMS13000003000000001	GA	1991-07-01	496.7
SMS13000003000000001	GA	1991-08-01	497.9
SMS13000003000000001	GA	1991-09-01	498.5
SMS13000003000000001	GA	1991-10-01	499.9
SMS13000003000000001	GA	1991-11-01	500.9
SMS13000003000000001	GA	1991-12-01	501.5
SMS13000003000000001	GA	1992-01-01	502.4
SMS13000003000000001	GA	1992-02-01	500.7
SMS13000003000000001	GA	1992-03-01	503.2
SMS13000003000000001	GA	1992-04-01	505.7
SMS13000003000000001	GA	1992-05-01	506.9
SMS13000003000000001	GA	1992-06-01	508.3
SMS13000003000000001	GA	1992-07-01	508.6
SMS13000003000000001	GA	1992-08-01	507.2
SMS13000003000000001	GA	1992-09-01	510.6
SMS13000003000000001	GA	1992-10-01	511.5
SMS13000003000000001	GA	1992-11-01	512.6
SMS13000003000000001	GA	1992-12-01	514.0
SMS13000003000000001	GA	1993-01-01	513.4
SMS13000003000000001	GA	1993-02-01	513.5
SMS13000003000000001	GA	1993-03-01	513.8
SMS13000003000000001	GA	1993-04-01	514.9
SMS13000003000000001	GA	1993-05-01	515.4
SMS13000003000000001	GA	1993-06-01	516.2
SMS13000003000000001	GA	1993-07-01	518.8
SMS13000003000000001	GA	1993-08-01	518.6
SMS13000003000000001	GA	1993-09-01	520.2
SMS13000003000000001	GA	1993-10-01	520.8
SMS13000003000000001	GA	1993-11-01	521.4
SMS13000003000000001	GA	1993-12-01	522.7
SMS13000003000000001	GA	1994-01-01	523.1
SMS13000003000000001	GA	1994-02-01	524.6
SMS13000003000000001	GA	1994-03-01	524.6
SMS13000003000000001	GA	1994-04-01	525.9
SMS13000003000000001	GA	1994-05-01	528.3
SMS13000003000000001	GA	1994-06-01	531.0
SMS13000003000000001	GA	1994-07-01	533.0
SMS13000003000000001	GA	1994-08-01	536.7
SMS13000003000000001	GA	1994-09-01	539.0
SMS13000003000000001	GA	1994-10-01	541.2
SMS13000003000000001	GA	1994-11-01	543.8
SMS13000003000000001	GA	1994-12-01	545.4
SMS13000003000000001	GA	1995-01-01	547.0
SMS13000003000000001	GA	1995-02-01	547.7
SMS13000003000000001	GA	1995-03-01	550.8
SMS13000003000000001	GA	1995-04-01	549.5
SMS13000003000000001	GA	1995-05-01	548.7
SMS13000003000000001	GA	1995-06-01	548.3
SMS13000003000000001	GA	1995-07-01	541.5
SMS13000003000000001	GA	1995-08-01	544.4
SMS13000003000000001	GA	1995-09-01	544.4
SMS13000003000000001	GA	1995-10-01	545.0
SMS13000003000000001	GA	1995-11-01	545.7
SMS13000003000000001	GA	1995-12-01	546.9
SMS13000003000000001	GA	1996-01-01	549.7
SMS13000003000000001	GA	1996-02-01	551.4
SMS13000003000000001	GA	1996-03-01	552.2
SMS13000003000000001	GA	1996-04-01	549.6
SMS13000003000000001	GA	1996-05-01	549.9
SMS13000003000000001	GA	1996-06-01	550.9
SMS13000003000000001	GA	1996-07-01	552.3
SMS13000003000000001	GA	1996-08-01	549.8
SMS13000003000000001	GA	1996-09-01	550.3
SMS13000003000000001	GA	1996-10-01	554.2
SMS13000003000000001	GA	1996-11-01	553.5
SMS13000003000000001	GA	1996-12-01	553.7
SMS13000003000000001	GA	1997-01-01	553.3
SMS13000003000000001	GA	1997-02-01	552.7
SMS13000003000000001	GA	1997-03-01	552.9
SMS13000003000000001	GA	1997-04-01	554.9
SMS13000003000000001	GA	1997-05-01	555.6
SMS13000003000000001	GA	1997-06-01	555.4
SMS13000003000000001	GA	1997-07-01	554.4
SMS13000003000000001	GA	1997-08-01	554.4
SMS13000003000000001	GA	1997-09-01	554.6
SMS13000003000000001	GA	1997-10-01	553.8
SMS13000003000000001	GA	1997-11-01	555.4
SMS13000003000000001	GA	1997-12-01	556.1
SMS13000003000000001	GA	1998-01-01	548.4
SMS13000003000000001	GA	1998-02-01	549.6
SMS13000003000000001	GA	1998-03-01	550.9
SMS13000003000000001	GA	1998-04-01	548.6
SMS13000003000000001	GA	1998-05-01	550.8
SMS13000003000000001	GA	1998-06-01	551.4
SMS13000003000000001	GA	1998-07-01	550.3
SMS13000003000000001	GA	1998-08-01	553.9
SMS13000003000000001	GA	1998-09-01	554.3
SMS13000003000000001	GA	1998-10-01	556.3
SMS13000003000000001	GA	1998-11-01	556.9
SMS13000003000000001	GA	1998-12-01	557.0
SMS13000003000000001	GA	1999-01-01	550.7
SMS13000003000000001	GA	1999-02-01	548.9
SMS13000003000000001	GA	1999-03-01	549.6
SMS13000003000000001	GA	1999-04-01	550.9
SMS13000003000000001	GA	1999-05-01	550.7
SMS13000003000000001	GA	1999-06-01	552.0
SMS13000003000000001	GA	1999-07-01	552.8
SMS13000003000000001	GA	1999-08-01	550.4
SMS13000003000000001	GA	1999-09-01	550.3
SMS13000003000000001	GA	1999-10-01	547.9
SMS13000003000000001	GA	1999-11-01	546.6
SMS13000003000000001	GA	1999-12-01	546.4
SMS13000003000000001	GA	2000-01-01	543.8
SMS13000003000000001	GA	2000-02-01	542.6
SMS13000003000000001	GA	2000-03-01	543.2
SMS13000003000000001	GA	2000-04-01	542.5
SMS13000003000000001	GA	2000-05-01	541.7
SMS13000003000000001	GA	2000-06-01	540.0
SMS13000003000000001	GA	2000-07-01	538.0
SMS13000003000000001	GA	2000-08-01	536.6
SMS13000003000000001	GA	2000-09-01	534.9
SMS13000003000000001	GA	2000-10-01	533.3
SMS13000003000000001	GA	2000-11-01	531.4
SMS13000003000000001	GA	2000-12-01	529.5
SMS13000003000000001	GA	2001-01-01	530.6
SMS13000003000000001	GA	2001-02-01	527.1
SMS13000003000000001	GA	2001-03-01	524.6
SMS13000003000000001	GA	2001-04-01	515.5
SMS13000003000000001	GA	2001-05-01	510.0
SMS13000003000000001	GA	2001-06-01	505.9
SMS13000003000000001	GA	2001-07-01	500.2
SMS13000003000000001	GA	2001-08-01	497.4
SMS13000003000000001	GA	2001-09-01	494.1
SMS13000003000000001	GA	2001-10-01	488.3
SMS13000003000000001	GA	2001-11-01	483.6
SMS13000003000000001	GA	2001-12-01	481.9
SMS13000003000000001	GA	2002-01-01	474.5
SMS13000003000000001	GA	2002-02-01	474.5
SMS13000003000000001	GA	2002-03-01	474.6
SMS13000003000000001	GA	2002-04-01	474.6
SMS13000003000000001	GA	2002-05-01	473.5
SMS13000003000000001	GA	2002-06-01	472.3
SMS13000003000000001	GA	2002-07-01	474.4
SMS13000003000000001	GA	2002-08-01	470.5
SMS13000003000000001	GA	2002-09-01	468.4
SMS13000003000000001	GA	2002-10-01	468.0
SMS13000003000000001	GA	2002-11-01	465.9
SMS13000003000000001	GA	2002-12-01	463.1
SMS13000003000000001	GA	2003-01-01	461.8
SMS13000003000000001	GA	2003-02-01	460.1
SMS13000003000000001	GA	2003-03-01	457.2
SMS13000003000000001	GA	2003-04-01	455.4
SMS13000003000000001	GA	2003-05-01	454.3
SMS13000003000000001	GA	2003-06-01	452.0
SMS13000003000000001	GA	2003-07-01	448.8
SMS13000003000000001	GA	2003-08-01	447.2
SMS13000003000000001	GA	2003-09-01	446.8
SMS13000003000000001	GA	2003-10-01	446.8
SMS13000003000000001	GA	2003-11-01	446.0
SMS13000003000000001	GA	2003-12-01	446.6
SMS13000003000000001	GA	2004-01-01	445.8
SMS13000003000000001	GA	2004-02-01	446.6
SMS13000003000000001	GA	2004-03-01	447.3
SMS13000003000000001	GA	2004-04-01	446.7
SMS13000003000000001	GA	2004-05-01	446.1
SMS13000003000000001	GA	2004-06-01	446.5
SMS13000003000000001	GA	2004-07-01	448.5
SMS13000003000000001	GA	2004-08-01	448.9
SMS13000003000000001	GA	2004-09-01	448.3
SMS13000003000000001	GA	2004-10-01	450.9
SMS13000003000000001	GA	2004-11-01	450.5
SMS13000003000000001	GA	2004-12-01	449.8
SMS13000003000000001	GA	2005-01-01	448.4
SMS13000003000000001	GA	2005-02-01	447.7
SMS13000003000000001	GA	2005-03-01	447.6
SMS13000003000000001	GA	2005-04-01	449.2
SMS13000003000000001	GA	2005-05-01	449.5
SMS13000003000000001	GA	2005-06-01	448.8
SMS13000003000000001	GA	2005-07-01	450.7
SMS13000003000000001	GA	2005-08-01	450.4
SMS13000003000000001	GA	2005-09-01	451.0
SMS13000003000000001	GA	2005-10-01	448.7
SMS13000003000000001	GA	2005-11-01	451.3
SMS13000003000000001	GA	2005-12-01	451.5
SMS13000003000000001	GA	2006-01-01	452.6
SMS13000003000000001	GA	2006-02-01	452.6
SMS13000003000000001	GA	2006-03-01	452.4
SMS13000003000000001	GA	2006-04-01	451.8
SMS13000003000000001	GA	2006-05-01	450.7
SMS13000003000000001	GA	2006-06-01	450.0
SMS13000003000000001	GA	2006-07-01	447.5
SMS13000003000000001	GA	2006-08-01	446.0
SMS13000003000000001	GA	2006-09-01	444.6
SMS13000003000000001	GA	2006-10-01	442.8
SMS13000003000000001	GA	2006-11-01	439.4
SMS13000003000000001	GA	2006-12-01	437.3
SMS13000003000000001	GA	2007-01-01	438.7
SMS13000003000000001	GA	2007-02-01	436.9
SMS13000003000000001	GA	2007-03-01	434.8
SMS13000003000000001	GA	2007-04-01	433.8
SMS13000003000000001	GA	2007-05-01	432.2
SMS13000003000000001	GA	2007-06-01	430.5
SMS13000003000000001	GA	2007-07-01	432.5
SMS13000003000000001	GA	2007-08-01	430.0
SMS13000003000000001	GA	2007-09-01	427.8
SMS13000003000000001	GA	2007-10-01	425.5
SMS13000003000000001	GA	2007-11-01	426.0
SMS13000003000000001	GA	2007-12-01	425.8
SMS13000003000000001	GA	2008-01-01	423.1
SMS13000003000000001	GA	2008-02-01	421.5
SMS13000003000000001	GA	2008-03-01	419.2
SMS13000003000000001	GA	2008-04-01	416.7
SMS13000003000000001	GA	2008-05-01	414.0
SMS13000003000000001	GA	2008-06-01	411.8
SMS13000003000000001	GA	2008-07-01	409.4
SMS13000003000000001	GA	2008-08-01	406.9
SMS13000003000000001	GA	2008-09-01	403.5
SMS13000003000000001	GA	2008-10-01	399.7
SMS13000003000000001	GA	2008-11-01	393.0
SMS13000003000000001	GA	2008-12-01	388.0
SMS13000003000000001	GA	2009-01-01	381.1
SMS13000003000000001	GA	2009-02-01	374.3
SMS13000003000000001	GA	2009-03-01	370.6
SMS13000003000000001	GA	2009-04-01	364.7
SMS13000003000000001	GA	2009-05-01	360.5
SMS13000003000000001	GA	2009-06-01	356.1
SMS13000003000000001	GA	2009-07-01	351.5
SMS13000003000000001	GA	2009-08-01	349.3
SMS13000003000000001	GA	2009-09-01	348.7
SMS13000003000000001	GA	2009-10-01	345.5
SMS13000003000000001	GA	2009-11-01	345.1
SMS13000003000000001	GA	2009-12-01	344.6
SMS13000003000000001	GA	2010-01-01	343.4
SMS13000003000000001	GA	2010-02-01	342.7
SMS13000003000000001	GA	2010-03-01	342.6
SMS13000003000000001	GA	2010-04-01	342.9
SMS13000003000000001	GA	2010-05-01	344.1
SMS13000003000000001	GA	2010-06-01	344.8
SMS13000003000000001	GA	2010-07-01	345.5
SMS13000003000000001	GA	2010-08-01	345.4
SMS13000003000000001	GA	2010-09-01	345.8
SMS13000003000000001	GA	2010-10-01	346.4
SMS13000003000000001	GA	2010-11-01	346.2
SMS13000003000000001	GA	2010-12-01	346.9
SMS13000003000000001	GA	2011-01-01	345.2
SMS13000003000000001	GA	2011-02-01	349.1
SMS13000003000000001	GA	2011-03-01	348.8
SMS13000003000000001	GA	2011-04-01	351.1
SMS13000003000000001	GA	2011-05-01	350.9
SMS13000003000000001	GA	2011-06-01	351.1
SMS13000003000000001	GA	2011-07-01	352.2
SMS13000003000000001	GA	2011-08-01	352.7
SMS13000003000000001	GA	2011-09-01	351.3
SMS13000003000000001	GA	2011-10-01	350.9
SMS13000003000000001	GA	2011-11-01	351.6
SMS13000003000000001	GA	2011-12-01	351.8
SMS13000003000000001	GA	2012-01-01	352.3
SMS13000003000000001	GA	2012-02-01	352.4
SMS13000003000000001	GA	2012-03-01	352.9
SMS13000003000000001	GA	2012-04-01	353.9
