,,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Generation,Billion Kwh,0.9,1,1.1,0.9,1.1,1.1,1.3,1.7,1.8,1.8,2,2,2.1,2.2,2.3,2.4,2.5,2.6,2.6,2.7,2.7
Mexico,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,132,142,148,156,168,174,184,194,201,205,203,221,231,237,244,249,248,257,280,279,281
Micronesia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,9.7,7.7,5.7,5.8,5,4.6,4.2,5.3,5.6,5.4,5.6,5.5,5.6,5.7,5.6,5.7,5.8,5.8,5.5,5.5,5.5
Mongolia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,2.4,2.6,2.5,2.5,2.5,2.5,2.7,2.8,2.9,3,3,3.2,3.3,3.4,3.6,3.9,3.9,4.1,4.3,4.5,4.6
Montenegro,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,,,,,,2.9,2.1,2.7,2.7,3.9,2.6,2.7,3.8
Montserrat,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Morocco,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,9.3,10,12,12,13,13,13,12,14,15,16,17,19,19,19,20,20,22,24,26,26
Mozambique,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.4,0.4,0.4,0.5,1,1.5,7.6,9.6,12,13,11,12,13,15,16,15,17,16,17,15,15
Namibia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,1.2,0.9,0.6,1,1.2,1.4,1.4,1.4,1.5,1.6,1.7,1.7,1.6,1.6,1.5,1.3,1.4,1.6,1.3
Nauru,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Nepal,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.9,1,1.2,1.2,1.1,1.2,1.5,1.7,1.9,2.1,2.2,2.4,2.5,2.7,2.8,2.8,3.1,3.2,3.5,3.5,3.6
Netherlands,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,72,75,76,80,80,85,81,84,88,90,91,97,95,93,99,100,106,110,105,95,93
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.9,0.9,1,1,1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,0.9,0.9
New Caledonia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1.1,1.2,1.6,1.4,1.5,1.5,1.5,1.6,1.6,1.7,1.7,1.6,1.8,1.8,1.8,1.8,1.8,2,2.2,2.1,2.1
New Zealand,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,34,35,36,37,37,38,36,38,38,40,40,41,42,42,43,43,42,44,44,43,43
Nicaragua,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1.6,1.6,1.7,1.8,1.8,2,2.1,2.1,2.3,2.7,2.6,2.7,3,3.1,2.9,3.2,3.6,3.8,3.9,4.2,4.2
Niger,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4
Nigeria,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,14,15,14,14,15,15,15,14,15,21,19,23,23,22,22,20,19,25,26,27,27
Niue,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,118,111,121,104,109,115,121,141,120,129,105,109,135,120,134,139,129,121,124,144,132
Oman,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,5.5,5.8,6.1,6.4,6.9,7.7,7.9,8.6,9.2,9.7,10,11,12,13,13,15,17,18,20,24,26
Pakistan,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,45,52,52,52,58,60,62,63,69,72,77,81,90,94,91,88,91,90,90,93,93
Palestinian Territories,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,(s),0.1,0.3,0.4,0.5,0.3,0.4,0.4,0.5,0.4,0.5,0.4,0.5
Panama,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,3.2,3.3,3.5,4.1,4.2,3.6,4.4,4.8,4.9,5.1,5.4,5.6,5.7,5.9,6.3,6.2,6.7,7.2,7.6,8.4,8.7
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1.7,1.7,1.5,1.7,1.6,2.1,1.9,2.1,2.6,2.8,3.1,3.2,3.3,3.2,3.3,3.3,3.3,3.4,3.3,3.1,3.2
Paraguay,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,31,36,42,45,50,50,51,53,45,48,51,51,51,53,53,55,54,54,57,60,60
Peru,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,15,14,16,17,18,18,19,20,20,22,22,24,25,27,29,32,32,35,38,39,42
Philippines,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,24,29,32,35,38,40,40,44,45,47,51,54,54,55,57,58,59,65,66,70,72
Poland,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,124,125,128,132,132,132,131,134,135,133,140,143,146,151,149,145,142,148,153,153,160
Portugal,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,30,30,32,33,33,37,41,41,44,43,44,43,44,46,45,43,47,52,50,43,48
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,16,17,17,18,19,19,20,22,22,23,24,24,25,24,22,21,21,21,20,20,19
Qatar,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,5.2,5.5,5.6,6.2,6.5,7.6,8.4,8.6,9.4,10,11,12,14,16,18,20,23,26,29,33,33
Reunion,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1.1,1.1,1.2,1.3,1.5,1.7,1.7,1.9,2,2,2.1,2.3,2.4,2.5,2.5,2.4,2.5,2.5,2.6,2.6,2.5
Romania,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,53,52,57,58,55,51,49,50,51,52,52,54,57,60,59,62,55,58,59,56,53
Rwanda,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,(s),(s),0.1,(s),0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4
Saint Helena,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Saint Vincent/Grenadines,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Samoa,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,82,91,98,101,108,115,113,119,126,133,144,150,166,171,179,192,204,226,235,255,267
Senegal,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1,1,1.1,1.1,1.2,1.3,1.3,1.4,1.7,1.8,1.9,2,2.3,2.3,2.5,2.6,2.7,2.8,2.9,3.1,3.4
Serbia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,,,,,,35,35,35,36,35,36,34,37
Seychelles,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.2,0.2,(s),0.1,(s),0.1,(s),(s),0.1,0.1,0.1,0.1,(s),(s),(s),0.1,0.1,0.2,0.1,0.2,0.2
Singapore,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,18,20,21,23,25,27,27,29,32,34,34,36,37,38,40,40,40,43,44,45,44
Slovakia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,23,23,25,24,23,24,26,29,30,31,29,29,29,29,26,27,24,26,26,26,26
Slovenia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,11,12,12,12,12,13,12,13,14,14,13,15,14,14,14,16,16,16,15,15,15
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Somalia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
South Africa,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,163,171,176,186,195,191,188,196,196,203,217,228,228,235,246,240,231,242,243,240,238
Spain,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,147,153,157,165,180,184,194,209,221,226,244,259,269,280,286,295,278,285,278,280,267
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,3.9,4.3,4.7,4.4,5,5.5,6,6.5,6.5,6.8,7.4,7.9,8.9,8.4,9.5,9.6,9.6,10,11,11,12
Sudan and South Sudan,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,2.1,2.3,2.3,2.5,2.6,2.5,2.8,3,3.2,3.5,3.7,3.8,4.2,4.8,5.3,5.2,6.3,7.4,8.3,9.6,11
Suriname,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1.8,1.8,1.6,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.4,1.5,1.5
Swaziland,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6
Sweden,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,141,138,144,136,145,154,150,141,157,142,131,148,155,140,145,145,133,144,146,162,149
Switzerland,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,59,64,60,54,60,60,66,64,69,63,63,61,55,60,64,63,63,63,60,65,65
Syria,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,8.1,10,15,16,17,20,22,24,25,26,28,30,33,35,36,39,41,44,40,31,25
Taiwan,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,103,110,109,116,123,150,157,172,176,186,196,201,210,218,225,220,212,228,234,232,233
Tajikistan,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,18,17,15,15,14,14,16,14,14,15,16,16,17,17,17,17,16,16,16,17,17
Tanzania,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1.8,1.7,1.8,2,1.7,2.4,2.3,2.4,2.7,2.8,2.6,2.8,3.4,3.3,4.1,4.3,4.6,5.1,4.9,5.3,5.3
Thailand,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,60,67,76,83,83,82,85,90,96,102,109,117,123,129,132,136,137,146,142,156,157
Timor-Leste (East Timor),,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Tonga,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,3.6,3.8,4.1,4.3,4.7,4.9,4.9,5.1,5.3,5.3,6.1,6,6.6,6.7,7.2,7.3,7.4,8,8.2,8.6,8.9
Tunisia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,5.9,6.3,6.9,7.5,8,8.6,9.4,10,11,11,12,12,13,13,13,14,14,15,15,16,16
Turkey,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,71,75,83,91,99,106,111,119,117,123,134,144,154,168,182,188,185,201,218,228,226
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,12,9.9,9.2,9.5,8.9,8.9,8.3,9.3,10,10,10,11,12,13,14,14,15,16,16,17,18
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Tuvalu,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
U.S. Pacific Islands,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6
U.S. Territories,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1,1,1,1.1,1.3,1.3,1.3,1.6,1.6,1.7,1.8,1.9,1.9,1.6,2,2.2,2.1,2.3,2.2,3.3,3.9
Ukraine,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,217,192,183,173,168,163,162,160,163,164,170,173,175,182,185,182,164,178,184,187,181
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,17,18,23,25,27,31,35,38,41,44,46,49,57,63,74,77,83,88,93,101,105
United Kingdom,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,300,302,308,328,327,340,344,353,360,362,373,369,371,368,368,359,347,353,340,336,332
Uruguay,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,7.9,7.6,6.2,6.6,7.1,10,7,7.5,9.2,9.5,8.5,5.8,7.6,5.5,9.3,8.5,8.6,11,10,10,11
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,47,45,45,43,44,43,43,44,45,47,47,47,47,48,46,47,47,49,50,50,52
Vanuatu,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Venezuela,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,68,69,72,74,76,79,79,83,88,87,89,96,101,108,112,116,117,111,115,118,120
Vietnam,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,10,12,14,17,19,21,23,26,30,35,39,44,51,58,64,70,80,91,101,115,122
"Virgin Islands,  U.S.",,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.9,0.9,0.8,0.9,0.8,0.8,0.8,0.7
"Virgin Islands, British",,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wake Island,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s),(s)
Yemen,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,1.9,2,2.2,2.2,2.4,2.4,2.6,3.2,3.4,3.5,3.9,4.1,4.5,5.1,5.7,6.2,6.3,7.3,5.8,6.6,8
Zambia,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,7.7,7.7,7.8,7.1,7.9,7.5,7.7,7.7,7.9,8.1,8.2,8.4,8.8,9.6,9.6,9.5,9.8,10,11,12,13
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,
Generation,Billion Kwh,7.4,7.2,7.4,7,7,6.3,6.8,6.7,7.6,8.3,8.5,9.4,9,7.6,7.3,7.4,7.1,8.4,8.9,8.8,9.2
,,,,,,,,,,,,,,,,,,,,,,
Sum,,6990.5,7235,7481.8,7736.2,7961.7,8157.2,8345.9,8712.8,8874.2,9104.9,9361.5,9729.6,10005.5,10312.9,10662.5,10760.8,10679.2,11257.7,11522.1,11700.1,11893.6
